food_code,food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,image_url,,,,,,,,,,,,
OSR037,Greenpea cookies,666.90,159.42,23.07,6.53,4.24,14.45,5.32,0.00,48.45,218.08,45.08,229.90,241.34,1.47,0.29,1.09,0.00,0.55,0.02,1.01,0.00,1.72,6.46,0.00,22.79,0.00,37.23,0.16,0.04,0.96,0.50,0.12,2.67,37.23,22.15,1412.17,cookie,,,,,,,,,,,,,
OSR038,Sunflower cookies,2178.56,520.62,40.06,9.49,36.28,24.28,3.95,26.38,70.45,300.42,135.07,181.68,210.54,2.21,0.91,14.97,0.00,0.84,0.01,2.38,118.64,7.49,1.79,0.00,3.92,0.00,28.18,0.21,0.06,0.64,0.44,0.30,0.88,28.18,0.00,204.39,cookie,,,,,,,,,,,,,
OSR039,Cardamom cookies (Elaichi cookies),1675.99,400.49,53.99,5.10,19.12,38.99,2.79,111.21,25.21,114.41,34.43,98.45,111.45,1.41,0.18,20.08,0.00,0.85,0.00,0.97,235.19,0.73,3.35,0.15,1.92,2.67,15.99,0.11,0.09,0.59,0.49,0.09,3.58,15.99,0.00,219.87,cookie,,,,,,,,,,,,,
OSR040,Hazelnut cookies,2049.20,493.32,39.44,6.25,34.97,22.01,2.45,46.99,47.43,109.64,50.12,81.06,233.17,1.29,0.39,0.52,0.00,1.43,0.00,0.80,211.34,6.97,1.57,0.00,1.87,0.00,22.68,0.15,0.07,0.47,0.58,0.17,20.12,22.68,0.00,197.10,cookie,,,,,,,,,,,,,
OSR041,Milk cookies,1911.43,459.43,48.43,10.49,24.96,22.06,0.99,67.93,251.59,270.34,32.61,156.53,385.42,0.75,0.07,4.56,0.00,0.23,0.00,1.13,289.81,0.57,2.43,0.00,2.53,0.00,15.65,0.13,0.34,0.47,0.94,0.09,0.86,15.65,1.63,280.86,cookie,,,,,,,,,,,,,
OSR042,Cranberry cookies,1138.18,272.48,36.39,3.92,12.66,19.96,1.13,58.22,36.16,80.10,11.53,58.25,93.04,0.71,0.08,3.47,0.00,0.18,0.05,0.41,144.93,0.44,1.69,0.07,1.83,1.18,9.26,0.05,0.06,0.24,0.37,0.05,1.94,9.26,2.97,216.26,cookie,,,,,,,,,,,,,
OSR043,Olive biscuit,1829.90,438.29,55.01,3.20,23.75,32.27,0.82,48.63,10.76,38.11,9.54,120.10,53.32,1.37,0.07,0.00,0.00,0.19,0.01,0.31,218.74,0.58,1.99,0.00,3.63,0.00,4.81,0.04,0.03,0.23,0.22,0.02,0.22,4.81,0.00,218.74,biscuit,,,,,,,,,,,,,
OSR045,Tutti fruitti biscuit,1749.34,420.78,53.12,5.21,17.90,15.75,5.43,44.48,23.81,194.29,60.37,93.11,155.27,1.96,0.23,25.41,0.00,1.43,0.00,1.40,200.06,0.51,6.42,0.00,2.26,0.00,13.98,0.20,0.09,1.14,0.43,0.12,0.41,13.98,0.00,262.83,biscuit,,,,,,,,,,,,,
OSR046,Peach blueberry preserves,754.71,177.38,45.76,0.53,0.20,45.33,1.14,0.00,9.03,11.29,5.14,2.81,129.46,0.33,0.09,0.27,0.00,0.15,0.05,0.10,0.00,0.19,0.97,0.00,1.80,0.00,4.32,0.02,0.02,0.18,0.10,0.04,0.90,4.32,4.28,24.40,half-pints,,,,,,,,,,,,,
OSR047,Pear preserves (Naashpati ka murabba),429.63,101.24,25.67,0.25,0.19,25.19,3.06,0.00,6.57,4.90,5.64,2.10,74.27,0.23,0.08,0.01,0.01,0.05,0.00,0.07,0.00,0.20,1.01,0.00,8.58,0.00,3.68,0.01,0.01,0.09,0.04,0.06,0.96,3.68,2.63,63.04,half-pints,,,,,,,,,,,,,
OSR048,Starfruit preserves ,549.14,128.93,33.62,0.24,0.12,33.47,0.78,0.00,5.24,4.00,4.09,2.06,49.72,0.20,0.06,0.20,0.01,0.02,0.00,0.10,0.00,0.11,0.27,0.00,0.55,0.00,2.66,0.02,0.01,0.10,0.08,0.02,0.04,2.66,10.86,42.28,jar,,,,,,,,,,,,,
OSR049,Gooseberry pickle (Amla ka achaar),1165.95,278.58,7.61,1.55,27.61,0.36,3.70,0.00,31.17,47.48,23.00,86.38,199.18,1.04,0.09,2.82,0.00,0.68,0.03,0.27,0.00,0.31,1.78,0.00,4.25,0.00,8.96,0.05,0.04,0.39,0.21,0.09,0.21,8.96,20.84,136.86,jar,,,,,,,,,,,,,
OSR050,Lotus stem pickle (Kamal kakdi ka achar),429.02,102.69,20.07,1.44,1.60,2.53,8.58,0.00,137.73,44.54,57.68,181.83,1026.99,20.57,0.42,0.00,0.00,0.01,0.00,0.01,0.00,0.06,0.07,0.00,1.09,0.00,0.49,0.28,0.41,0.66,0.00,0.01,0.01,0.49,3.14,30.41,jar,,,,,,,,,,,,,
OSR051,Date pickle (Khajoor ka achaar),760.31,182.29,34.66,1.68,4.21,30.47,5.20,0.00,41.49,44.69,39.25,138.86,434.89,1.96,0.19,0.36,0.01,0.52,0.00,0.46,0.00,1.83,1.33,0.00,5.15,0.00,11.41,0.03,0.04,0.98,0.30,0.14,0.46,11.41,2.51,2034.99,small bowl,,,,,,,,,,,,,
OSR052,Garlic pickle (Lahasun ka achar),1705.32,413.62,9.75,3.72,39.88,2.32,5.13,0.00,54.66,69.93,33.55,269.12,311.08,1.82,0.14,0.59,0.01,0.35,0.09,0.62,0.00,0.09,1.10,0.00,6.62,0.00,31.26,0.10,0.13,0.49,0.56,0.32,1.30,31.26,14.34,392.45,jar,,,,,,,,,,,,,
OSR053,Fermented bamboo shoot pickle (Mesu pickle),250.40,59.83,1.73,1.58,5.59,0.29,2.24,0.00,16.62,44.03,11.25,161.31,434.41,0.69,0.15,2.37,0.00,0.43,0.00,0.44,0.00,0.00,0.39,0.00,3.39,0.00,16.98,0.06,0.08,0.49,0.24,0.17,5.46,16.98,14.59,402.63,jar,,,,,,,,,,,,,
OSR054,Sweet peach pickle (Aadoo ka achaar),614.94,144.64,37.01,0.46,0.20,36.46,1.32,0.00,11.99,10.55,5.64,33.04,150.24,0.33,0.08,0.36,0.00,0.19,0.04,0.09,0.00,0.01,1.25,0.00,2.52,0.00,3.52,0.01,0.01,0.15,0.08,0.05,0.71,3.52,3.05,27.58,jar,,,,,,,,,,,,,
OSR055,Pickled mustard greens ,54.90,13.12,1.05,1.51,0.22,0.02,1.70,0.00,81.44,30.73,22.63,242.36,173.98,1.22,0.10,3.43,0.02,0.18,0.00,0.29,0.00,0.24,2.32,0.00,81.96,0.00,46.87,0.03,0.08,0.25,0.11,0.07,0.72,46.87,25.68,2809.57,jar,,,,,,,,,,,,,
OSR056,Small onion pickle ,72.36,16.86,2.76,1.65,0.64,2.99,1.09,0.00,31.95,48.74,9.18,249.48,214.90,1.20,0.07,0.97,0.00,0.13,0.00,0.45,0.00,0.23,0.00,0.00,3.30,0.00,15.06,0.04,0.08,0.83,0.14,0.23,0.67,15.06,17.27,556.00,bowl,,,,,,,,,,,,,
OSR057,Green tomato pickle (Haray tamatar ka achaar),796.26,193.26,2.87,1.23,19.67,0.77,1.74,0.00,14.22,29.44,16.01,159.18,205.63,0.77,0.07,7.41,0.02,0.18,0.03,0.21,0.00,9.62,1.32,0.00,14.65,0.00,11.25,0.07,0.05,0.49,0.25,0.07,3.75,11.25,12.91,550.97,jar,,,,,,,,,,,,,
OSR058,Pickled cabbage ,57.58,13.69,2.56,0.39,0.14,2.08,0.61,0.00,15.96,9.56,6.13,121.39,58.17,0.19,0.01,0.37,0.00,0.12,0.00,0.06,0.00,0.01,0.11,0.00,22.02,0.00,9.09,0.01,0.01,0.10,0.05,0.03,0.28,9.09,6.41,72.51,jar,,,,,,,,,,,,,
OSR059,Coconut pickle (Nariyal ka aachar),2138.84,517.26,11.53,3.02,51.71,8.98,6.35,0.00,44.78,64.60,32.21,176.54,342.27,2.62,0.24,1.75,0.01,0.51,0.25,0.55,0.00,1.11,2.70,0.00,17.17,0.00,19.85,0.06,0.09,0.78,0.20,0.19,0.45,19.85,6.10,1245.30,jar,,,,,,,,,,,,,
OSR060,Potato pickle (Aloo ka achaar),1522.11,369.14,7.87,2.07,36.46,0.82,2.21,0.00,48.46,59.24,34.80,213.73,311.23,1.12,0.14,0.53,0.00,0.22,0.03,0.44,0.00,16.22,1.76,0.00,9.55,0.00,17.39,0.08,0.03,0.72,0.32,0.13,1.26,17.39,21.62,454.09,bowl,,,,,,,,,,,,,
OSR061,Mango murabba candy,1249.53,293.35,77.32,0.27,0.05,74.73,0.95,0.00,16.55,6.36,7.64,13.71,56.54,0.33,0.11,0.04,0.00,0.30,0.00,0.11,0.00,0.27,2.38,0.00,4.20,0.00,7.50,0.01,0.01,0.08,0.04,0.04,0.43,7.50,26.12,150.94,candy,,,,,,,,,,,,,
OSR062,Afghani chicken,633.34,151.51,1.95,15.66,9.07,0.83,0.31,42.14,35.14,151.77,28.36,87.02,259.04,1.04,0.27,12.87,0.00,0.14,0.01,0.79,10.63,0.78,0.25,0.91,6.33,18.31,10.81,0.10,0.07,5.40,0.86,0.37,3.16,10.81,1.86,213.36,plate,,,,,,,,,,,,,
OSR063,Fish orly,2321.86,563.70,4.27,5.87,58.18,0.24,0.33,11.78,9.55,90.12,11.85,136.37,94.43,0.31,0.03,8.36,0.00,0.06,0.01,0.22,8.59,28.26,0.27,0.17,3.90,0.28,4.36,0.02,0.02,0.47,0.36,0.05,0.09,4.36,0.46,130.43,fillet,,,,,,,,,,,,,
OSR064,Hariyali Fish Tikka,625.11,150.24,2.21,14.01,9.41,0.83,0.99,43.28,34.86,162.56,33.88,100.45,257.74,0.83,0.08,20.92,0.01,0.17,0.02,0.50,74.09,1.26,0.81,0.43,15.01,0.69,15.00,0.05,0.04,1.09,0.86,0.13,0.57,15.00,6.22,934.22,kebab,,,,,,,,,,,,,
OSR065,Chicken manchurian,592.26,142.34,6.06,9.53,11.96,0.90,0.41,37.88,26.52,96.13,16.57,2414.77,179.84,1.28,0.11,7.51,0.00,0.11,0.00,0.53,13.09,3.54,0.26,0.44,1.01,8.64,10.34,0.04,0.04,2.42,0.46,0.18,2.33,10.34,2.33,67.01,plate,,,,,,,,,,,,,
OSR066,Handi chicken,694.87,166.02,1.49,12.32,12.46,0.75,0.67,33.71,26.85,111.00,18.15,75.64,214.67,0.93,0.17,10.23,0.00,0.23,0.01,0.54,5.11,0.18,0.29,0.74,1.74,14.99,8.82,0.06,0.05,4.42,0.67,0.30,2.53,8.82,0.64,124.12,plate,,,,,,,,,,,,,
OSR067,Lemon chicken,709.57,169.79,0.55,20.20,9.66,0.16,0.16,60.15,17.40,165.74,19.91,79.93,282.83,0.95,0.25,17.16,0.00,0.04,0.00,0.74,21.47,0.30,0.05,1.27,0.40,25.66,10.89,0.10,0.06,7.45,1.07,0.49,3.89,10.89,3.12,20.44,plate,,,,,,,,,,,,,
OSR068,Lemon butter fish,666.72,160.25,0.75,16.38,10.26,0.23,0.36,46.11,18.66,183.74,29.57,187.72,240.34,0.40,0.05,25.10,0.01,0.04,0.00,0.50,74.26,1.26,0.05,0.52,2.37,0.84,9.55,0.05,0.03,1.21,0.97,0.13,0.05,9.55,4.35,126.15,piece,,,,,,,,,,,,,
OSR069,Baked eggs in tomato sauce,335.90,80.05,3.78,4.92,5.22,2.03,0.01,77.26,71.94,77.38,20.55,188.21,321.52,1.31,0.04,9.35,0.00,0.38,0.00,0.53,49.40,1.60,0.01,0.17,263.41,2.94,63.90,0.09,0.08,0.89,0.41,0.19,4.32,63.90,49.39,1750.43,plate,,,,,,,,,,,,,
OSR070,Egg in a pepper,538.83,128.78,0.17,12.64,8.68,0.05,0.17,345.88,48.25,176.67,12.83,183.89,144.67,1.76,0.07,38.25,0.00,0.04,0.00,1.18,187.11,1.44,0.07,0.79,1.76,13.81,49.87,0.06,0.18,0.14,1.40,0.16,17.53,49.87,5.77,288.45,egg,,,,,,,,,,,,,
OSR071,Spinach mushroom scrambled egg (Palak mushroom bhurji),663.88,158.85,0.59,13.28,11.51,0.10,0.39,276.56,140.31,205.75,19.41,227.97,180.76,1.60,0.07,31.19,0.00,0.11,0.01,1.35,188.91,1.24,1.40,0.67,22.35,10.54,46.58,0.06,0.19,0.17,1.17,0.14,14.04,46.58,1.95,734.23,plate,,,,,,,,,,,,,
OSR072,Corn omelette/omlet,695.24,166.93,1.57,11.37,12.89,0.41,0.02,253.36,96.22,180.05,17.36,166.42,145.92,1.34,0.06,26.54,0.00,0.06,0.00,1.22,201.49,1.16,0.02,0.54,0.84,9.40,42.04,0.07,0.17,0.43,1.13,0.12,12.12,42.04,1.49,131.96,omelette,,,,,,,,,,,,,
OSR073,Cajun chicken,768.11,184.94,1.94,12.69,13.99,1.10,0.89,39.32,156.98,168.97,18.93,1740.13,181.55,0.53,0.13,7.40,0.00,0.10,0.00,1.17,74.00,0.44,0.28,0.45,10.07,9.13,26.60,0.06,0.10,2.85,0.57,0.26,3.73,26.60,27.13,662.41,chicken breast,,,,,,,,,,,,,
OSR074,Paaner do pyaza,529.49,127.70,3.41,4.22,10.87,2.20,0.84,15.07,57.22,82.36,17.05,160.66,135.24,0.45,0.07,1.81,0.00,0.17,0.01,0.43,49.84,2.68,1.14,0.00,4.14,0.00,15.37,0.04,0.10,0.27,0.20,0.06,2.43,15.37,7.25,623.05,bowl,,,,,,,,,,,,,
OSR075,Cabbage manchurian (Pattagobhi manchurian),924.16,224.26,4.85,0.64,22.48,0.33,0.37,0.18,3.18,8.86,3.50,75.02,34.44,0.20,0.02,0.05,0.00,0.07,0.00,0.07,0.47,11.03,0.38,0.00,2.62,0.00,4.08,0.01,0.01,0.10,0.07,0.02,0.24,4.08,3.83,70.43,bowl,,,,,,,,,,,,,
OSR076,Gobi 65,1145.98,278.29,3.59,0.56,29.11,0.29,0.57,0.29,12.37,13.11,5.75,69.22,56.39,0.30,0.02,0.21,0.00,0.11,0.01,0.08,0.73,14.25,0.55,0.00,7.50,0.00,4.39,0.01,0.02,0.12,0.06,0.02,0.28,4.39,3.21,614.01,plate,,,,,,,,,,,,,
OSR077,Paneer lababdar,437.87,105.48,3.37,3.98,8.46,1.96,1.16,7.19,55.56,77.52,19.63,142.45,145.50,0.56,0.08,1.69,0.00,0.19,0.02,0.42,20.93,2.76,2.64,0.00,11.57,0.00,14.81,0.05,0.09,0.27,0.21,0.06,2.26,14.81,7.19,1467.88,bowl,,,,,,,,,,,,,
OSR078,Roasted cauliflower steak,325.09,78.68,2.02,2.05,6.70,0.44,3.53,0.00,24.47,44.67,22.20,120.19,311.66,0.95,0.05,0.47,0.01,0.23,0.01,0.29,0.00,0.34,1.29,0.00,17.36,0.00,42.84,0.04,0.07,0.29,0.58,0.12,2.31,42.84,43.90,52.18,cauliflower steak,,,,,,,,,,,,,
OSR079,Sauteed radishes with green beans,392.94,94.32,6.04,2.41,6.61,1.78,3.52,7.44,40.20,82.05,45.13,65.10,323.33,1.01,0.14,0.80,0.00,0.77,0.02,0.59,33.47,0.41,1.14,0.00,13.13,0.00,47.51,0.06,0.04,0.80,0.24,0.29,5.57,47.51,6.79,893.83,plate,,,,,,,,,,,,,
OSR080,Garlic chutney/Poondu chutney (Lahasun ki chutney),1059.37,255.51,20.44,3.34,17.55,13.36,5.15,0.00,63.51,90.72,50.97,177.62,541.63,3.26,0.24,3.85,0.03,0.39,0.08,0.58,0.00,8.36,9.49,0.00,34.42,0.00,21.19,0.16,0.15,1.43,0.24,0.20,0.79,21.19,7.18,11518.02,small bowl,,,,,,,,,,,,,
OSR081,Schezwan chutney,849.31,205.19,10.79,3.33,17.72,5.66,5.72,0.79,35.46,66.21,35.17,486.27,412.31,1.96,0.16,1.42,0.01,0.53,0.00,0.60,2.06,8.02,2.26,0.00,28.50,0.00,21.01,0.09,0.16,1.47,0.40,0.33,0.68,21.01,3.48,8013.81,box,,,,,,,,,,,,,
OSR083,Onion chutney (Pyaaz ki chutney/Vengaya chutney),597.26,143.94,13.52,2.97,8.38,6.80,4.60,0.00,28.50,60.17,37.83,256.89,342.69,1.19,0.18,3.10,0.01,0.41,0.12,0.53,0.00,3.87,2.74,0.00,21.86,0.00,32.46,0.08,0.07,0.80,0.37,0.13,2.14,32.46,5.39,6574.51,cup,,,,,,,,,,,,,
OSR085,Dates chutney (Khajoor ki chutney),432.86,103.57,21.69,1.07,1.12,18.68,3.41,0.00,28.72,29.43,29.16,76.77,288.06,1.19,0.13,0.66,0.01,0.29,0.01,0.26,0.00,0.41,1.35,0.00,8.14,0.00,6.54,0.02,0.03,0.58,0.16,0.05,0.26,6.54,1.29,3224.31,small bowl,,,,,,,,,,,,,
OSR086,Chicken salad,1404.73,338.19,1.30,15.33,30.26,0.96,2.00,47.62,43.19,168.54,58.53,50.62,284.46,1.23,0.32,11.18,0.00,0.40,0.01,0.98,21.31,8.83,0.32,0.78,2.33,15.76,14.37,0.08,0.10,5.13,0.81,0.34,2.97,14.37,1.99,90.43,bowl,,,,,,,,,,,,,
OSR087,Macaroni salad,1095.94,262.19,21.63,5.02,17.78,3.73,0.56,58.64,35.70,84.29,18.72,163.99,147.09,0.77,0.11,10.21,0.00,0.24,0.00,0.57,56.35,4.10,0.14,0.09,4.61,1.51,21.54,0.06,0.08,0.92,0.42,0.11,3.02,21.54,13.75,470.64,cup,,,,,,,,,,,,,
OSR088,Cabbage raita (Pattagobhi raita),355.76,84.84,5.25,3.24,5.76,4.21,0.93,16.26,118.49,93.87,15.55,125.31,210.13,0.19,0.02,1.91,0.00,0.07,0.00,0.39,35.11,0.14,0.09,0.00,36.97,0.00,23.15,0.04,0.15,0.18,0.28,0.09,1.56,23.15,12.19,136.86,bowl,,,,,,,,,,,,,
OSR089,Pomegranate raita (Anaar ka raita),304.99,72.64,7.15,4.05,3.24,7.01,0.60,4.67,138.31,118.15,14.73,195.18,208.12,0.25,0.04,1.33,0.00,0.04,0.01,0.48,11.89,0.12,16.46,0.00,3.41,0.00,16.54,0.05,0.17,0.19,0.42,0.11,2.02,16.54,3.19,161.86,bowl,,,,,,,,,,,,,
OSR090,Onion raita (Pyaaz ka raita),301.33,71.56,7.86,4.86,2.43,7.07,0.65,8.61,163.80,141.31,20.55,189.96,269.88,0.30,0.03,1.63,0.00,0.07,0.01,0.63,21.92,0.07,0.30,0.00,7.46,0.00,20.53,0.06,0.22,0.26,0.46,0.11,2.57,20.53,5.39,382.51,bowl,,,,,,,,,,,,,
OSR091,Green chilli raita (Hari mirch ka raita),325.06,77.13,7.66,5.58,2.92,7.49,0.26,10.52,193.58,165.25,20.12,161.31,286.94,0.21,0.01,1.92,0.00,0.02,0.00,0.69,26.77,0.06,0.13,0.00,2.97,0.00,18.36,0.06,0.26,0.25,0.49,0.11,2.54,18.36,4.19,206.15,bowl,,,,,,,,,,,,,
OSR092,Kale salad,737.53,177.71,5.01,4.86,15.33,3.31,1.36,6.12,109.11,97.06,32.20,292.04,336.77,1.30,0.10,2.30,0.00,0.48,0.21,0.48,19.22,3.91,0.49,0.00,307.01,0.00,65.96,0.12,0.07,0.62,0.14,0.21,1.54,65.96,56.82,1605.04,bowl,,,,,,,,,,,,,
OSR093,Spinach and paneer souffle ,779.43,186.19,9.64,7.56,13.49,2.81,1.07,76.02,114.32,118.65,21.00,434.68,197.90,1.40,0.07,7.32,0.00,0.22,0.01,0.65,145.35,0.59,0.22,0.09,23.10,1.62,29.70,0.07,0.17,0.65,0.32,0.09,3.80,29.70,2.40,825.93,souffle dish,,,,,,,,,,,,,
OSR094,Masala souffle ,514.23,123.51,8.02,6.38,7.37,1.84,1.24,86.45,103.68,119.81,18.30,131.14,274.75,0.74,0.07,9.25,0.00,0.13,0.00,0.82,89.79,0.99,0.23,0.17,5.15,2.95,24.50,0.05,0.11,0.61,0.58,0.16,4.94,24.50,25.77,442.75,souffle dish,,,,,,,,,,,,,
OSR095,Chicken and cheese souffle,758.11,182.35,3.47,9.07,14.74,2.46,0.26,89.24,61.71,115.11,12.25,120.93,160.39,0.63,0.10,10.23,0.00,0.04,0.00,0.56,145.91,0.58,0.15,0.44,1.14,8.62,14.72,0.05,0.11,2.11,0.63,0.18,4.38,14.72,1.23,154.23,souffle dish,,,,,,,,,,,,,
OSR096,Tamarind chutney (Chintapandu pachadi/Puli chutney),456.54,109.15,25.07,0.88,0.48,22.85,1.65,0.68,40.30,30.36,32.91,75.61,235.60,1.95,0.10,0.27,0.01,0.29,0.02,0.22,2.55,0.04,2.48,0.00,1.21,0.00,4.90,0.04,0.02,0.36,0.10,0.13,0.22,4.90,0.81,453.73,ml,,,,,,,,,,,,,
OSR097,Pav bhaji masala,964.64,230.47,29.15,9.13,10.96,1.48,24.30,0.00,588.91,237.57,269.44,1814.66,1258.15,12.84,0.93,4.60,0.05,9.00,0.12,2.60,0.00,0.89,14.08,0.00,76.29,0.00,18.84,0.25,0.16,2.75,0.22,0.18,1.25,18.84,5.49,4355.88,gm,,,,,,,,,,,,,
OSR098,Green chutney,332.29,79.42,10.01,5.42,1.60,0.92,5.84,0.00,112.74,91.29,73.93,262.81,508.96,4.58,0.29,8.40,0.03,1.01,0.11,0.97,0.00,0.34,2.80,0.00,123.51,0.00,63.65,0.11,0.09,0.79,0.54,0.18,2.37,63.65,30.13,7902.35,glass jar,,,,,,,,,,,,,
OSR099,Sago khitchdi/khichri (Sabudana khitchdi/khichri),785.65,187.16,22.41,2.72,10.10,1.03,1.82,12.24,15.13,55.28,27.71,100.26,189.28,0.86,0.13,1.11,0.00,0.25,0.02,0.39,45.87,0.85,1.06,0.00,5.38,0.00,12.60,0.07,0.02,1.24,0.17,0.05,0.48,12.60,4.94,380.08,bowl,,,,,,,,,,,,,
OSR100,Gram flour chilla/cheela (Besan chilla/cheela),575.24,135.93,21.03,7.80,2.85,1.87,4.25,0.00,28.38,80.20,27.71,135.57,168.70,2.19,0.12,1.35,0.00,1.17,0.02,0.65,0.00,1.33,1.15,0.00,9.08,0.00,66.61,0.15,0.06,0.82,0.48,0.19,3.09,66.61,3.32,701.38,cheela,,,,,,,,,,,,,
OSR101,Vegetable namkeen jave,468.29,112.23,18.98,2.93,2.51,1.04,2.86,3.41,10.32,32.77,14.39,32.13,91.36,1.07,0.07,3.57,0.00,0.47,0.01,0.32,12.78,0.56,1.89,0.00,4.49,0.00,7.19,0.04,0.01,0.32,0.18,0.03,0.63,7.19,3.41,510.73,plate,,,,,,,,,,,,,
OSR102,Khakhra,743.92,178.50,27.66,4.78,5.32,0.88,5.43,0.00,21.27,140.34,57.11,184.16,166.32,2.14,0.22,22.84,0.00,1.33,0.03,1.29,0.00,2.32,5.83,0.00,7.64,0.00,13.87,0.19,0.08,1.18,0.39,0.14,0.39,13.87,0.73,515.69,khakhra,,,,,,,,,,,,,
OSR103,Moong bean dosa (Pesarattu),1190.04,285.96,31.91,12.32,11.67,2.90,6.04,17.86,36.44,218.16,86.95,61.36,704.21,3.38,0.52,23.77,0.00,1.31,0.07,1.47,66.96,2.35,1.39,0.00,7.30,0.00,53.91,0.19,0.07,1.23,0.94,0.17,1.19,53.91,5.59,514.38,pesarattu,,,,,,,,,,,,,
OSR104,Methi thepla,1442.66,346.16,41.34,8.98,15.95,2.98,7.56,1.85,73.51,210.89,83.17,543.27,298.37,4.52,0.30,22.39,0.01,2.25,0.05,1.80,4.71,7.03,5.16,0.00,24.75,0.00,41.88,0.25,0.16,1.46,0.61,0.25,1.84,41.88,2.92,712.45,thepla,,,,,,,,,,,,,
OSR105,Rice puttu (Ari puttu),342.97,81.98,11.82,1.26,3.13,0.33,0.76,0.00,4.96,28.23,8.00,48.28,69.57,0.42,0.07,1.20,0.00,0.08,0.00,0.07,0.00,0.29,0.00,0.00,0.14,0.00,1.16,0.02,0.01,0.33,0.01,0.04,0.05,1.16,0.00,8.38,puttu,,,,,,,,,,,,,
OSR106,Buckwheat pancake (Khura),1090.92,263.30,27.28,2.91,16.43,0.64,0.56,41.31,11.32,54.83,16.71,69.97,100.05,0.69,0.21,2.46,0.00,0.49,0.00,0.79,185.79,0.38,0.46,0.00,3.36,0.00,3.23,0.09,0.04,0.82,0.40,0.12,0.22,3.23,0.64,1088.75,pancake,,,,,,,,,,,,,
OSR107,Quinoa khichdi/khichri,267.19,64.01,8.83,3.18,1.59,0.69,2.58,2.61,24.59,52.58,25.30,69.64,174.76,1.12,0.13,4.10,0.00,0.30,0.02,0.52,9.78,0.27,1.09,0.00,5.69,0.00,25.95,0.10,0.03,0.39,0.24,0.07,0.74,25.95,2.87,714.89,bowl,,,,,,,,,,,,,
OSR108,Khakhra chaat,1484.32,358.66,16.64,4.52,30.65,3.26,3.04,0.06,24.49,64.39,27.23,102.78,173.44,1.26,0.12,4.18,0.00,0.53,0.03,0.51,0.22,14.97,5.98,0.00,12.81,0.00,37.46,0.11,0.04,0.63,0.33,0.13,1.68,37.46,5.59,744.35,plate,,,,,,,,,,,,,
OSR110,Banana appam,1938.60,469.81,20.06,1.17,42.53,9.95,0.67,0.00,13.74,27.05,19.47,20.14,142.99,0.77,0.07,0.44,0.00,0.18,0.00,0.09,0.00,20.46,0.11,0.00,3.04,0.00,4.75,0.02,0.01,0.31,0.08,0.17,0.34,4.75,1.39,49.71,appam,,,,,,,,,,,,,
OSR111,Veg manchurian,2411.09,585.64,6.82,0.89,61.65,0.76,1.16,0.00,16.79,16.34,7.53,65.31,83.30,0.31,0.03,0.33,0.00,0.10,0.01,0.12,0.00,30.33,0.45,0.00,22.80,0.00,13.61,0.02,0.02,0.15,0.10,0.05,0.70,13.61,7.75,912.78,plate,,,,,,,,,,,,,
OSR112,Pav bhaji,401.63,96.53,11.99,2.66,4.32,2.06,1.98,8.91,24.86,19.19,12.69,163.89,139.30,0.97,0.05,0.27,0.00,0.20,0.01,0.18,40.06,0.15,2.51,0.00,11.63,0.00,29.34,0.21,0.07,1.14,0.16,0.06,0.95,29.34,13.16,1629.76,,,,,,,,,,,,,,
OSR113,Rice murukku,2454.31,593.99,33.29,5.41,48.22,0.17,2.18,5.32,24.63,98.69,29.19,63.31,224.26,1.70,0.21,7.09,0.00,0.26,0.01,0.58,23.95,21.98,0.25,0.00,3.31,0.00,26.57,0.09,0.04,1.04,0.25,0.10,0.26,26.57,0.00,173.22,piece,,,,,,,,,,,,,
OSR114,Bhel puri ,2104.69,509.89,16.47,3.52,47.91,3.41,2.24,0.00,24.22,47.03,22.42,93.98,150.56,1.29,0.10,0.72,0.00,0.36,0.02,0.38,0.00,23.33,1.20,0.00,7.79,0.00,22.40,0.07,0.03,0.56,0.23,0.09,1.04,22.40,4.51,359.34,plate,,,,,,,,,,,,,
OSR115,Semolina dhokla (Suji/Rava dhokla),814.09,194.91,30.86,5.44,5.20,1.85,5.12,0.00,31.17,67.37,28.69,443.39,194.28,2.52,0.25,5.53,0.01,1.39,0.05,1.09,0.00,1.62,4.31,0.00,12.38,0.00,15.23,0.14,0.03,0.66,0.38,0.08,0.51,15.23,3.65,732.86,plate,,,,,,,,,,,,,
OSR116,Spicy corn chaat ,1982.01,479.80,11.45,4.61,46.55,0.95,2.17,3.89,17.28,58.68,21.18,86.50,124.80,0.84,0.07,0.72,0.00,0.35,0.01,0.38,17.50,22.02,0.20,0.00,5.47,0.00,41.03,0.11,0.04,0.75,0.36,0.09,1.47,41.03,2.54,168.41,plate,,,,,,,,,,,,,
